Platform,qtr,Forecast_3m
NCS_Fixed - 800G,Q3FY22,1545
NCS_Fixed - 800G,Q4FY21,1200
NCS_Fixed - 800G,Q4FY22,1879
NCS_Fixed - 900G,Q1FY22,1868
NCS_Fixed - 900G,Q2FY21,1521
NCS_Fixed - 900G,Q2FY22,3140
NCS_Fixed - 900G,Q3FY21,1705
NCS_Fixed - 900G,Q3FY22,3212
NCS_Fixed - 900G,Q4FY21,2029
NCS_Fixed - 900G,Q4FY22,1886
NCS_System,Q1FY22,807
NCS_System,Q2FY21,697
NCS_System,Q2FY22,609
NCS_System,Q3FY21,855
NCS_System,Q3FY22,496
NCS_System,Q4FY21,956
NCS_System,Q4FY22,450
NGFWBU_Adopters,Q1FY22,503
NGFWBU_Adopters,Q2FY21,441
NGFWBU_Adopters,Q2FY22,459
NGFWBU_Adopters,Q3FY21,413
NGFWBU_Adopters,Q3FY22,446
NGFWBU_Adopters,Q4FY21,470
NGFWBU_Adopters,Q4FY22,431
NGFWBU_High End,Q1FY22,1951
NGFWBU_High End,Q2FY21,1518
NGFWBU_High End,Q2FY22,1520
NGFWBU_High End,Q3FY21,1774
NGFWBU_High End,Q3FY22,2702
NGFWBU_High End,Q4FY21,1722
NGFWBU_High End,Q4FY22,1542
NGFWBU_Low End,Q1FY22,24200
NGFWBU_Low End,Q2FY21,12849
NGFWBU_Low End,Q2FY22,36886
NGFWBU_Low End,Q3FY21,14056
NGFWBU_Low End,Q3FY22,10291
NGFWBU_Low End,Q4FY21,17751
NGFWBU_Low End,Q4FY22,7594
NGFWBU_Mid End,Q1FY22,9436
NGFWBU_Mid End,Q2FY21,98606
NGFWBU_Mid End,Q2FY22,18528
NGFWBU_Mid End,Q3FY21,6960
NGFWBU_Mid End,Q3FY22,10415
NGFWBU_Mid End,Q4FY21,8402
NGFWBU_Mid End,Q4FY22,4371
NGFWBU_Netmod,Q1FY22,40779
NGFWBU_Netmod,Q2FY21,35618
NGFWBU_Netmod,Q2FY22,37942
NGFWBU_Netmod,Q3FY21,35234
NGFWBU_Netmod,Q3FY22,118868
NGFWBU_Netmod,Q4FY21,37133
NGFWBU_Netmod,Q4FY22,107586
NGFWBU_Ultra High End,Q1FY22,709
NGFWBU_Ultra High End,Q2FY21,457
NGFWBU_Ultra High End,Q2FY22,661
NGFWBU_Ultra High End,Q3FY21,515
NGFWBU_Ultra High End,Q3FY22,570
NGFWBU_Ultra High End,Q4FY21,582
NGFWBU_Ultra High End,Q4FY22,426
PABU_ME Legacy,Q2FY21,562
PABU_ME Legacy,Q2FY22,82
PABU_ME Legacy,Q3FY21,2890
PABU_ME Legacy,Q4FY21,1677
PABU_XE Fixed,Q1FY22,30132
PABU_XE Fixed,Q2FY21,15747
PABU_XE Fixed,Q2FY22,34303
PABU_XE Fixed,Q3FY21,18305
PABU_XE Fixed,Q3FY22,25406
PABU_XE Fixed,Q4FY21,29081
PABU_XE Fixed,Q4FY22,18511
PABU_XE Fixed_Attach,Q2FY21,324
PABU_XE Fixed_Attach,Q3FY21,119
PABU_XE Modular,Q1FY22,2645
PABU_XE Modular,Q2FY21,1437
PABU_XE Modular,Q2FY22,6381
PABU_XE Modular,Q3FY21,1449
PABU_XE Modular,Q3FY22,4119
PABU_XE Modular,Q4FY21,1184
PABU_XE Modular,Q4FY22,1953
PABU_XE Modular_Attach,Q1FY22,10507
PABU_XE Modular_Attach,Q2FY21,8860
PABU_XE Modular_Attach,Q2FY22,11177
PABU_XE Modular_Attach,Q3FY21,12679
PABU_XE Modular_Attach,Q3FY22,6944
PABU_XE Modular_Attach,Q4FY21,9635
PABU_XE Modular_Attach,Q4FY22,6117
PABU_XR Fixed,Q1FY22,92042
PABU_XR Fixed,Q2FY21,8866
PABU_XR Fixed,Q2FY22,31165
PABU_XR Fixed,Q3FY21,13241
PABU_XR Fixed,Q3FY22,38287
PABU_XR Fixed,Q4FY21,21142
PABU_XR Fixed,Q4FY22,27601
PABU_XR Modular,Q1FY22,530
PABU_XR Modular,Q2FY21,886
PABU_XR Modular,Q2FY22,520
PABU_XR Modular,Q3FY21,487
PABU_XR Modular,Q3FY22,1782
PABU_XR Modular,Q4FY21,846
PABU_XR Modular,Q4FY22,1297
PABU_XR Modular_Attach,Q1FY22,3981
PABU_XR Modular_Attach,Q2FY21,14155
PABU_XR Modular_Attach,Q2FY22,2941
PABU_XR Modular_Attach,Q3FY21,2779
PABU_XR Modular_Attach,Q3FY22,9060
PABU_XR Modular_Attach,Q4FY21,4423
PABU_XR Modular_Attach,Q4FY22,7307
Power Supply,Q1FY22,90733
Power Supply,Q2FY21,378842
Power Supply,Q2FY22,86492
Power Supply,Q3FY21,68742
Power Supply,Q3FY22,84617
Power Supply,Q4FY21,67238
Power Supply,Q4FY22,60515
RAID Controllers,Q2FY22,32
RAID Controllers,Q3FY22,28
RAID Controllers,Q4FY22,58
SBTGBU_Managed,Q1FY22,111548
SBTGBU_Managed,Q2FY21,86201
SBTGBU_Managed,Q2FY22,107953
SBTGBU_Managed,Q3FY21,84272
SBTGBU_Managed,Q3FY22,125409
SBTGBU_Managed,Q4FY21,102177
SBTGBU_Managed,Q4FY22,132735
SBTGBU_Smart switch,Q1FY22,79247
SBTGBU_Smart switch,Q2FY21,45484
SBTGBU_Smart switch,Q2FY22,78218
SBTGBU_Smart switch,Q3FY21,51749
SBTGBU_Smart switch,Q3FY22,99653
SBTGBU_Smart switch,Q4FY21,141541
SBTGBU_Smart switch,Q4FY22,106167
SBTGBU_Stackable Managed,Q1FY22,3849
SBTGBU_Stackable Managed,Q2FY21,3337
SBTGBU_Stackable Managed,Q2FY22,3261
SBTGBU_Stackable Managed,Q3FY21,4464
SBTGBU_Stackable Managed,Q3FY22,3462
SBTGBU_Stackable Managed,Q4FY21,3365
SBTGBU_Stackable Managed,Q4FY22,1913
SBTGBU_Un Managed,Q1FY22,111276
SBTGBU_Un Managed,Q2FY21,77170
SBTGBU_Un Managed,Q2FY22,88204
SBTGBU_Un Managed,Q3FY21,91701
SBTGBU_Un Managed,Q3FY22,89941
SBTGBU_Un Managed,Q4FY21,93519
SBTGBU_Un Managed,Q4FY22,96933
SRGBU_AccessRouting_Fixed,Q1FY22,408170
SRGBU_AccessRouting_Fixed,Q2FY21,351607
SRGBU_AccessRouting_Fixed,Q2FY22,286371
SRGBU_AccessRouting_Fixed,Q3FY21,255661
SRGBU_AccessRouting_Fixed,Q3FY22,308570
SRGBU_AccessRouting_Fixed,Q4FY21,341907
SRGBU_AccessRouting_Fixed,Q4FY22,265510
SRGBU_AccessRouting_Modular,Q1FY22,94355
SRGBU_AccessRouting_Modular,Q2FY21,77334
SRGBU_AccessRouting_Modular,Q2FY22,85484
SRGBU_AccessRouting_Modular,Q3FY21,76735
SRGBU_AccessRouting_Modular,Q3FY22,98080
SRGBU_AccessRouting_Modular,Q4FY21,82284
SRGBU_AccessRouting_Modular,Q4FY22,78784
SRGBU_Edge - Light Modular,Q1FY22,8161
SRGBU_Edge - Light Modular,Q2FY21,4920
SRGBU_Edge - Light Modular,Q2FY22,24648
SRGBU_Edge - Light Modular,Q3FY21,6012
SRGBU_Edge - Light Modular,Q3FY22,7161
SRGBU_Edge - Light Modular,Q4FY21,7445
SRGBU_Edge - Light Modular,Q4FY22,5422
SRGBU_Edge-Modular,Q1FY22,564
SRGBU_Edge-Modular,Q2FY21,459
SRGBU_Edge-Modular,Q2FY22,499
SRGBU_Edge-Modular,Q3FY21,459
SRGBU_Edge-Modular,Q3FY22,432
SRGBU_Edge-Modular,Q4FY21,542
SRGBU_Edge-Modular,Q4FY22,575
UABU_Fixed_12 PortHigh End,Q2FY21,531
UABU_Fixed_12 PortLow End,Q1FY22,24238
UABU_Fixed_12 PortLow End,Q2FY21,16244
UABU_Fixed_12 PortLow End,Q2FY22,17852
UABU_Fixed_12 PortLow End,Q3FY21,13955
UABU_Fixed_12 PortLow End,Q3FY22,19879
UABU_Fixed_12 PortLow End,Q4FY21,19381
UABU_Fixed_12 PortLow End,Q4FY22,17402
UABU_Fixed_16 PortExpress Switch,Q1FY22,640
UABU_Fixed_16 PortExpress Switch,Q2FY22,219
UABU_Fixed_16 PortExpress Switch,Q3FY21,352
UABU_Fixed_16 PortExpress Switch,Q3FY22,550
UABU_Fixed_16 PortExpress Switch,Q4FY21,279
UABU_Fixed_16 PortExpress Switch,Q4FY22,182
UABU_Fixed_16 PortLow End,Q1FY22,30475
UABU_Fixed_16 PortLow End,Q2FY21,45840
UABU_Fixed_16 PortLow End,Q2FY22,1164
UABU_Fixed_16 PortLow End,Q3FY21,49830
UABU_Fixed_16 PortLow End,Q4FY21,54043
UABU_Fixed_16 PortUltra Low,Q1FY22,99977
UABU_Fixed_16 PortUltra Low,Q2FY21,179382
UABU_Fixed_16 PortUltra Low,Q2FY22,86080
UABU_Fixed_16 PortUltra Low,Q3FY21,125704
UABU_Fixed_16 PortUltra Low,Q3FY22,150684
UABU_Fixed_16 PortUltra Low,Q4FY21,190261
UABU_Fixed_16 PortUltra Low,Q4FY22,72863
UABU_Fixed_24 PortHigh End,Q1FY22,108744
UABU_Fixed_24 PortHigh End,Q2FY21,74578
UABU_Fixed_24 PortHigh End,Q2FY22,74208
UABU_Fixed_24 PortHigh End,Q3FY21,86975
UABU_Fixed_24 PortHigh End,Q3FY22,53537
UABU_Fixed_24 PortHigh End,Q4FY21,91587
UABU_Fixed_24 PortHigh End,Q4FY22,50048
UABU_Fixed_24 PortLow End,Q1FY22,343908
UABU_Fixed_24 PortLow End,Q2FY21,315478
UABU_Fixed_24 PortLow End,Q2FY22,367208
UABU_Fixed_24 PortLow End,Q3FY21,358190
UABU_Fixed_24 PortLow End,Q3FY22,280247
UABU_Fixed_24 PortLow End,Q4FY21,345448
UABU_Fixed_24 PortLow End,Q4FY22,255221
UABU_Fixed_24 PortMid End,Q1FY22,91558
UABU_Fixed_24 PortMid End,Q2FY21,66492
UABU_Fixed_24 PortMid End,Q2FY22,17184
UABU_Fixed_24 PortMid End,Q3FY21,106287
UABU_Fixed_24 PortMid End,Q3FY22,26309
UABU_Fixed_24 PortMid End,Q4FY21,57799
UABU_Fixed_24 PortMid End,Q4FY22,98374
UABU_Fixed_24 PortUltra Low,Q1FY22,218596
UABU_Fixed_24 PortUltra Low,Q2FY21,248067
UABU_Fixed_24 PortUltra Low,Q2FY22,152591
UABU_Fixed_24 PortUltra Low,Q3FY21,289622
UABU_Fixed_24 PortUltra Low,Q3FY22,188357
UABU_Fixed_24 PortUltra Low,Q4FY21,198445
UABU_Fixed_24 PortUltra Low,Q4FY22,229110
UABU_Fixed_4 PortExpress Switch,Q1FY22,1228
UABU_Fixed_4 PortExpress Switch,Q2FY21,45205
UABU_Fixed_4 PortExpress Switch,Q2FY22,19625
UABU_Fixed_4 PortExpress Switch,Q3FY21,29556
UABU_Fixed_4 PortExpress Switch,Q3FY22,2544
UABU_Fixed_4 PortExpress Switch,Q4FY21,1635
UABU_Fixed_4 PortExpress Switch,Q4FY22,3539
UABU_Fixed_48 PortHigh End,Q1FY22,148127
UABU_Fixed_48 PortHigh End,Q2FY21,102988
UABU_Fixed_48 PortHigh End,Q2FY22,175227
UABU_Fixed_48 PortHigh End,Q3FY21,101607
UABU_Fixed_48 PortHigh End,Q3FY22,155442
UABU_Fixed_48 PortHigh End,Q4FY21,118750
UABU_Fixed_48 PortHigh End,Q4FY22,131393
UABU_Fixed_48 PortLow End,Q1FY22,447111
UABU_Fixed_48 PortLow End,Q2FY21,407757
UABU_Fixed_48 PortLow End,Q2FY22,318381
UABU_Fixed_48 PortLow End,Q3FY21,496578
UABU_Fixed_48 PortLow End,Q3FY22,298497
UABU_Fixed_48 PortLow End,Q4FY21,421921
UABU_Fixed_48 PortLow End,Q4FY22,241853
UABU_Fixed_48 PortMid End,Q1FY22,205842
UABU_Fixed_48 PortMid End,Q2FY21,113133
UABU_Fixed_48 PortMid End,Q2FY22,49519
UABU_Fixed_48 PortMid End,Q3FY21,121036
UABU_Fixed_48 PortMid End,Q3FY22,37794
UABU_Fixed_48 PortMid End,Q4FY21,112425
UABU_Fixed_48 PortMid End,Q4FY22,115895
UABU_Fixed_48 PortUltra Low,Q1FY22,16680
UABU_Fixed_48 PortUltra Low,Q2FY21,5797
UABU_Fixed_48 PortUltra Low,Q2FY22,19921
UABU_Fixed_48 PortUltra Low,Q3FY21,6758
UABU_Fixed_48 PortUltra Low,Q3FY22,27938
UABU_Fixed_48 PortUltra Low,Q4FY21,12639
UABU_Fixed_48 PortUltra Low,Q4FY22,25023
UABU_Fixed_8 PortExpress Switch,Q1FY22,6
UABU_Fixed_8 PortExpress Switch,Q2FY22,7
UABU_Fixed_8 PortExpress Switch,Q3FY21,7
UABU_Fixed_8 PortExpress Switch,Q3FY22,5
UABU_Fixed_8 PortExpress Switch,Q4FY22,6
UABU_Fixed_8 PortLow End,Q1FY22,64222
UABU_Fixed_8 PortLow End,Q2FY21,74184
UABU_Fixed_8 PortLow End,Q2FY22,28108
UABU_Fixed_8 PortLow End,Q3FY21,91824
UABU_Fixed_8 PortLow End,Q3FY22,25899
UABU_Fixed_8 PortLow End,Q4FY21,63875
UABU_Fixed_8 PortLow End,Q4FY22,24675
UABU_Fixed_8 PortPON Switch,Q1FY22,495
UABU_Fixed_8 PortPON Switch,Q2FY21,642
UABU_Fixed_8 PortPON Switch,Q2FY22,230
UABU_Fixed_8 PortPON Switch,Q3FY21,1127
UABU_Fixed_8 PortPON Switch,Q3FY22,213
UABU_Fixed_8 PortPON Switch,Q4FY21,1195
UABU_Fixed_8 PortPON Switch,Q4FY22,168
UABU_Fixed_8 PortUltra Low,Q1FY22,23849
UABU_Fixed_8 PortUltra Low,Q2FY21,10583
UABU_Fixed_8 PortUltra Low,Q2FY22,22887
UABU_Fixed_8 PortUltra Low,Q3FY21,11715
UABU_Fixed_8 PortUltra Low,Q3FY22,28423
UABU_Fixed_8 PortUltra Low,Q4FY21,17301
UABU_Fixed_8 PortUltra Low,Q4FY22,26607
UCEBU_Confrencing Control Panel,Q1FY22,21408
UCEBU_Confrencing Control Panel,Q2FY21,21660
UCEBU_Confrencing Control Panel,Q2FY22,18891
UCEBU_Confrencing Control Panel,Q3FY21,15306
UCEBU_Confrencing Control Panel,Q3FY22,17188
UCEBU_Confrencing Control Panel,Q4FY21,18347
UCEBU_Confrencing Control Panel,Q4FY22,11383
UCEBU_DECT Server,Q1FY22,287
UCEBU_DECT Server,Q2FY21,617
UCEBU_DECT Server,Q2FY22,1741
UCEBU_DECT Server,Q3FY21,489
UCEBU_DECT Server,Q3FY22,890
UCEBU_DECT Server,Q4FY21,319
UCEBU_DECT Server,Q4FY22,422
UCEBU_Gateway,Q1FY22,50946
UCEBU_Gateway,Q2FY21,77056
UCEBU_Gateway,Q2FY22,66109
UCEBU_Gateway,Q3FY21,78626
UCEBU_Gateway,Q3FY22,58199
UCEBU_Gateway,Q4FY21,62092
UCEBU_Gateway,Q4FY22,31198
UCEBU_Headset,Q1FY22,92635
UCEBU_Headset,Q2FY21,109545
UCEBU_Headset,Q2FY22,92961
UCEBU_Headset,Q3FY21,81946
UCEBU_Headset,Q3FY22,183290
UCEBU_Headset,Q4FY21,80234
UCEBU_Headset,Q4FY22,160604
UCEBU_IED,Q1FY22,8066
UCEBU_IED,Q2FY21,3234
UCEBU_IED,Q2FY22,11785
UCEBU_IED,Q3FY21,7847
UCEBU_IED,Q3FY22,14515
UCEBU_IED,Q4FY21,6181
UCEBU_IED,Q4FY22,9773
UCEBU_Mobile Phone,Q1FY22,9868
UCEBU_Mobile Phone,Q2FY21,9529
UCEBU_Mobile Phone,Q2FY22,17050
UCEBU_Mobile Phone,Q3FY21,5934
UCEBU_Mobile Phone,Q3FY22,8247
UCEBU_Mobile Phone,Q4FY21,6219
UCEBU_Mobile Phone,Q4FY22,10260
UCEBU_Phone Adapter,Q2FY21,12615
UCEBU_Phone Adapter,Q3FY21,3820
UCEBU_Phone Adapter,Q4FY21,911
UCEBU_Phone with Video,Q1FY22,589301
UCEBU_Phone with Video,Q2FY21,567895
UCEBU_Phone with Video,Q2FY22,698708
UCEBU_Phone with Video,Q3FY21,534647
UCEBU_Phone with Video,Q3FY22,783471
UCEBU_Phone with Video,Q4FY21,505244
UCEBU_Phone with Video,Q4FY22,545995
UCEBU_Smart WIFI Phone,Q1FY22,56628
UCEBU_Smart WIFI Phone,Q2FY21,54921
UCEBU_Smart WIFI Phone,Q2FY22,37024
UCEBU_Smart WIFI Phone,Q3FY21,36343
UCEBU_Smart WIFI Phone,Q3FY22,46150
UCEBU_Smart WIFI Phone,Q4FY21,41169
UCEBU_Smart WIFI Phone,Q4FY22,29761
UCEBU_Speakers,Q1FY22,1158
UCEBU_Speakers,Q2FY21,1344
UCEBU_Speakers,Q2FY22,610
UCEBU_Speakers,Q3FY21,741
UCEBU_Speakers,Q3FY22,2110
UCEBU_Speakers,Q4FY21,495
UCEBU_Speakers,Q4FY22,981
UCEBU_Wired Headset,Q1FY22,36543
UCEBU_Wired Headset,Q2FY21,51592
UCEBU_Wired Headset,Q2FY22,39509
UCEBU_Wired Headset,Q3FY21,41848
UCEBU_Wired Headset,Q3FY22,41409
UCEBU_Wired Headset,Q4FY21,39767
UCEBU_Wired Headset,Q4FY22,34684
UCEBU_Wired Phone,Q1FY22,472976
UCEBU_Wired Phone,Q2FY21,393365
UCEBU_Wired Phone,Q2FY22,443498
UCEBU_Wired Phone,Q3FY21,402718
UCEBU_Wired Phone,Q3FY22,489093
UCEBU_Wired Phone,Q4FY21,414952
UCEBU_Wired Phone,Q4FY22,350316
UCEBU_Wired Phone WO Display,Q1FY22,76364
UCEBU_Wired Phone WO Display,Q2FY21,70025
UCEBU_Wired Phone WO Display,Q2FY22,68135
UCEBU_Wired Phone WO Display,Q3FY21,58565
UCEBU_Wired Phone WO Display,Q3FY22,43891
UCEBU_Wired Phone WO Display,Q4FY21,75052
UCEBU_Wired Phone WO Display,Q4FY22,33370
WNBU_HE Access Point,Q1FY22,446834
WNBU_HE Access Point,Q2FY21,169442
WNBU_HE Access Point,Q2FY22,335911
WNBU_HE Access Point,Q3FY21,168496
WNBU_HE Access Point,Q3FY22,356575
WNBU_HE Access Point,Q4FY21,225223
WNBU_HE Access Point,Q4FY22,335670
WNBU_HE Controller,Q1FY22,557
WNBU_HE Controller,Q2FY21,2122
WNBU_HE Controller,Q2FY22,625
WNBU_HE Controller,Q3FY21,398
WNBU_HE Controller,Q3FY22,625
WNBU_HE Controller,Q4FY21,538
WNBU_HE Controller,Q4FY22,482
WNBU_LE Access Point,Q1FY22,386130
WNBU_LE Access Point,Q2FY21,184347
WNBU_LE Access Point,Q2FY22,365882
WNBU_LE Access Point,Q3FY21,233699
WNBU_LE Access Point,Q3FY22,357801
WNBU_LE Access Point,Q4FY21,303714
WNBU_LE Access Point,Q4FY22,230084
WNBU_LE Controller,Q1FY22,8770
WNBU_LE Controller,Q2FY21,6523
WNBU_LE Controller,Q2FY22,7814
WNBU_LE Controller,Q3FY21,7045
WNBU_LE Controller,Q3FY22,8612
WNBU_LE Controller,Q4FY21,6562
WNBU_LE Controller,Q4FY22,6536
WNBU_ME Access Point,Q1FY22,573543
WNBU_ME Access Point,Q2FY21,326395
WNBU_ME Access Point,Q2FY22,641132
WNBU_ME Access Point,Q3FY21,383813
WNBU_ME Access Point,Q3FY22,509668
WNBU_ME Access Point,Q4FY21,460893
WNBU_ME Access Point,Q4FY22,460515
WNBU_ME Controller,Q1FY22,2284
WNBU_ME Controller,Q2FY21,6533
WNBU_ME Controller,Q2FY22,2283
WNBU_ME Controller,Q3FY21,1208
WNBU_ME Controller,Q3FY22,9908
WNBU_ME Controller,Q4FY21,1568
WNBU_ME Controller,Q4FY22,1409
WNBU_Outdoor AP,Q1FY22,43473
WNBU_Outdoor AP,Q2FY21,18092
WNBU_Outdoor AP,Q2FY22,39341
WNBU_Outdoor AP,Q3FY21,1138581
WNBU_Outdoor AP,Q3FY22,44369
WNBU_Outdoor AP,Q4FY21,33628
WNBU_Outdoor AP,Q4FY22,38228
