Platform,qtr,Forecast_6m
UABU_Fixed_12 PortLow End,Q1FY22,43619.0
UABU_Fixed_16 PortExpress Switch,Q1FY22,919.0
UABU_Fixed_16 PortLow End,Q1FY22,84518.0
UABU_Fixed_16 PortUltra Low,Q1FY22,290238.0
UABU_Fixed_24 PortHigh End,Q1FY22,200331.0
UABU_Fixed_24 PortLow End,Q1FY22,689356.0
UABU_Fixed_24 PortMid End,Q1FY22,149357.0
UABU_Fixed_24 PortUltra Low,Q1FY22,417041.0
UABU_Fixed_4 PortExpress Switch,Q1FY22,2863.0
UABU_Fixed_48 PortHigh End,Q1FY22,266877.0
UABU_Fixed_48 PortLow End,Q1FY22,869032.0
UABU_Fixed_48 PortMid End,Q1FY22,318267.0
UABU_Fixed_48 PortUltra Low,Q1FY22,29319.0
UABU_Fixed_8 PortExpress Switch,Q1FY22,6.0
UABU_Fixed_8 PortLow End,Q1FY22,128097.0
UABU_Fixed_8 PortPON Switch,Q1FY22,1690.0
UABU_Fixed_8 PortUltra Low,Q1FY22,41150.0
UCEBU_Confrencing Control Panel,Q1FY22,39755.0
UCEBU_DECT Server,Q1FY22,606.0
UCEBU_Gateway,Q1FY22,113038.0
UCEBU_Headset,Q1FY22,172869.0
UCEBU_IED,Q1FY22,14247.0
UCEBU_Mobile Phone,Q1FY22,16087.0
UCEBU_Phone with Video,Q1FY22,1094545.0
UCEBU_Smart WIFI Phone,Q1FY22,97797.0
UCEBU_Speakers,Q1FY22,1653.0
UCEBU_Wired Headset,Q1FY22,76310.0
UCEBU_Wired Phone,Q1FY22,887928.0
UCEBU_Wired Phone WO Display,Q1FY22,151416.0
WNBU_HE Access Point,Q1FY22,672057.0
WNBU_HE Controller,Q1FY22,1095.0
WNBU_LE Access Point,Q1FY22,689844.0
WNBU_LE Controller,Q1FY22,15332.0
WNBU_ME Access Point,Q1FY22,1034436.0
WNBU_ME Controller,Q1FY22,3852.0
WNBU_Outdoor AP,Q1FY22,77101.0
8k_Chassis,Q2FY22,10061.0
8k_Fabric Card,Q2FY22,8121.0
8k_Fixed Chassis,Q2FY22,1593.0
8k_Line Card,Q2FY22,4802.0
8k_Modular Chassis,Q2FY22,1367.0
ACCESSORY,Q2FY22,1037888.0
ASR9000 Modular,Q2FY22,4267.0
ASSEMBLY,Q2FY22,7178.0
C9400 Line Card,Q2FY22,107944.0
C9400 SUP Card,Q2FY22,37127.0
C9400_10LCModular,Q2FY22,9628.0
C9400_4LCModular,Q2FY22,1327.0
C9400_7LCModular,Q2FY22,15156.0
C9600- Line Cards,Q2FY22,9172.0
C9600-SUP Card,Q2FY22,6370.0
CABLE,Q2FY22,5252.0
CSPBU GPU,Q2FY22,5884.0
CSPBU_Blade,Q2FY22,62538.0
CSPBU_Blade HX,Q2FY22,3666.0
CSPBU_Blade_Chassis,Q2FY22,9694.0
CSPBU_CPU,Q2FY22,318999.0
CSPBU_DOC,Q2FY22,583637.0
CSPBU_Fabric Interconnect,Q2FY22,8244.0
CSPBU_Fiber Channel over Etherne,Q2FY22,411.0
CSPBU_HDD,Q2FY22,299340.0
CSPBU_Interposer board,Q2FY22,56722.0
CSPBU_L2 Daughter Card,Q2FY22,256377.0
CSPBU_Memory 128GB,Q2FY22,39394.0
CSPBU_Memory 16GB,Q2FY22,234989.0
CSPBU_Memory 256GB,Q2FY22,1294.0
CSPBU_Memory 32GB,Q2FY22,460267.0
CSPBU_Memory 64GB,Q2FY22,527698.0
CSPBU_NVMe Cable,Q2FY22,154571.0
CSPBU_Node,Q2FY22,9299.0
CSPBU_Nvme,Q2FY22,296520.0
CSPBU_RAID Doc,Q2FY22,284017.0
CSPBU_RAID cables,Q2FY22,9520.0
CSPBU_Rack,Q2FY22,38861.0
CSPBU_Rack HX,Q2FY22,3494.0
CSPBU_SATA Drive,Q2FY22,229222.0
CSPBU_SSD,Q2FY22,23327.0
CSPBU_VIC Card,Q2FY22,72908.0
CVEBU_AIOCD,Q2FY22,576970.0
CVEBU_Camera,Q2FY22,114882.0
CVEBU_Codec,Q2FY22,44956.0
CVEBU_Microphone,Q2FY22,2748.0
CVEBU_Room Kit,Q2FY22,100765.0
CVEBU_SB Display,Q2FY22,3787.0
CVEBU_TP Display,Q2FY22,2575.0
EBBU_Fixed,Q2FY22,47202.0
EBBU_Main12 Port,Q2FY22,4572.0
EBBU_Main16 Port,Q2FY22,9846.0
EBBU_Main24 Port,Q2FY22,29937.0
EBBU_Modular,Q2FY22,3748.0
ECBU_Director  ,Q2FY22,748.0
ECBU_High End,Q2FY22,561.0
ECBU_IBM Switch,Q2FY22,344.0
ECBU_Low End,Q2FY22,4452.0
ECBU_Mid End,Q2FY22,2593.0
INSBU_Fixed_N3500 10G Fiber,Q2FY22,4324.0
INSBU_Fixed_N3K/9K 100G Fiber,Q2FY22,49822.0
INSBU_Fixed_N3K/9K 1G,Q2FY22,36207.0
INSBU_Fixed_N3k/9K 10/25G,Q2FY22,88761.0
INSBU_Fixed_N9300 10G Copper,Q2FY22,25965.0
INSBU_N3000 Modular,Q2FY22,23664.0
INSBU_N3K/9K 100G Fiber,Q2FY22,96.0
INSBU_N9500 Modular,Q2FY22,3228.0
IOTBU_Connected Grid Routers,Q2FY22,2672.0
IOTBU_Connected Grid Switch,Q2FY22,1902.0
IOTBU_Embedded Service Switch,Q2FY22,15807.0
IOTBU_Embedded Services Routers,Q2FY22,6443.0
IOTBU_Embeded Service AP,Q2FY22,314.0
IOTBU_Industrial Ethernet Switch,Q2FY22,123425.0
IOTBU_Industrial Wrls AP,Q2FY22,7222.0
IOTBU_Integrated Services Router,Q2FY22,27995.0
IOTBU_Rockwell IOT Switching,Q2FY22,52447.0
Modular_Attach_ 2.4T,Q2FY22,428845.0
Modular_Attach_ 3.6T,Q2FY22,7810.0
Modular_Attach_ 4.8T,Q2FY22,270.0
Modular_Attach_ 7.2T,Q2FY22,164.0
Modular_Attach_ 9.6T,Q2FY22,3961.0
Modular_Attach_ 900G,Q2FY22,1828.0
NCS_Fixed - 1.2T,Q2FY22,1.0
NCS_Fixed - 2.4T,Q2FY22,665.0
NCS_Fixed - 3.2T,Q2FY22,16033.0
NCS_Fixed - 3.6T,Q2FY22,12053.0
NCS_Fixed - 4.4T,Q2FY22,91.0
NCS_Fixed - 4.8T,Q2FY22,188.0
NCS_Fixed - 800G,Q2FY22,2696.0
NCS_Fixed - 900G,Q2FY22,5008.0
NCS_System,Q2FY22,1416.0
NGFWBU_Adopters,Q2FY22,962.0
NGFWBU_High End,Q2FY22,3471.0
NGFWBU_Low End,Q2FY22,61086.0
NGFWBU_Mid End,Q2FY22,27964.0
NGFWBU_Netmod,Q2FY22,78721.0
NGFWBU_Ultra High End,Q2FY22,1370.0
PABU_ME Legacy,Q2FY22,82.0
PABU_XE Fixed,Q2FY22,64435.0
PABU_XE Modular,Q2FY22,9026.0
PABU_XE Modular_Attach,Q2FY22,21684.0
PABU_XR Fixed,Q2FY22,123207.0
PABU_XR Modular,Q2FY22,1050.0
PABU_XR Modular_Attach,Q2FY22,6922.0
Power Supply,Q2FY22,177225.0
RAID Controllers,Q2FY22,32.0
SBTGBU_Managed,Q2FY22,219501.0
SBTGBU_Smart switch,Q2FY22,157465.0
SBTGBU_Stackable Managed,Q2FY22,7110.0
SBTGBU_Un Managed,Q2FY22,199480.0
SRGBU_AccessRouting_Fixed,Q2FY22,694541.0
SRGBU_AccessRouting_Modular,Q2FY22,179839.0
SRGBU_Edge - Light Modular,Q2FY22,32809.0
SRGBU_Edge-Modular,Q2FY22,1063.0
UABU_Fixed_12 PortLow End,Q2FY22,42090.0
UABU_Fixed_16 PortExpress Switch,Q2FY22,859.0
UABU_Fixed_16 PortLow End,Q2FY22,31639.0
UABU_Fixed_16 PortUltra Low,Q2FY22,186057.0
UABU_Fixed_24 PortHigh End,Q2FY22,182952.0
UABU_Fixed_24 PortLow End,Q2FY22,711116.0
UABU_Fixed_24 PortMid End,Q2FY22,108742.0
UABU_Fixed_24 PortUltra Low,Q2FY22,371187.0
UABU_Fixed_4 PortExpress Switch,Q2FY22,20853.0
UABU_Fixed_48 PortHigh End,Q2FY22,323354.0
UABU_Fixed_48 PortLow End,Q2FY22,765492.0
UABU_Fixed_48 PortMid End,Q2FY22,255361.0
UABU_Fixed_48 PortUltra Low,Q2FY22,36601.0
UABU_Fixed_8 PortExpress Switch,Q2FY22,13.0
UABU_Fixed_8 PortLow End,Q2FY22,92330.0
UABU_Fixed_8 PortPON Switch,Q2FY22,725.0
UABU_Fixed_8 PortUltra Low,Q2FY22,46736.0
UCEBU_Confrencing Control Panel,Q2FY22,40299.0
UCEBU_DECT Server,Q2FY22,2028.0
UCEBU_Gateway,Q2FY22,117055.0
UCEBU_Headset,Q2FY22,185596.0
UCEBU_IED,Q2FY22,19851.0
UCEBU_Mobile Phone,Q2FY22,26918.0
UCEBU_Phone with Video,Q2FY22,1288009.0
UCEBU_Smart WIFI Phone,Q2FY22,93652.0
UCEBU_Speakers,Q2FY22,1768.0
UCEBU_Wired Headset,Q2FY22,76052.0
UCEBU_Wired Phone,Q2FY22,916474.0
UCEBU_Wired Phone WO Display,Q2FY22,144499.0
WNBU_HE Access Point,Q2FY22,782745.0
WNBU_HE Controller,Q2FY22,1182.0
WNBU_LE Access Point,Q2FY22,752012.0
WNBU_LE Controller,Q2FY22,16584.0
WNBU_ME Access Point,Q2FY22,1214675.0
WNBU_ME Controller,Q2FY22,4567.0
WNBU_Outdoor AP,Q2FY22,82814.0
8k_Chassis,Q3FY22,28883.0
8k_Fabric Card,Q3FY22,10612.0
8k_Fixed Chassis,Q3FY22,8871.0
8k_Line Card,Q3FY22,7129.0
8k_Modular Chassis,Q3FY22,1959.0
ACCESSORY,Q3FY22,1054391.0
ASR9000 Modular,Q3FY22,4243.0
ASSEMBLY,Q3FY22,10035.0
C9400 Line Card,Q3FY22,104977.0
C9400 SUP Card,Q3FY22,35678.0
C9400_10LCModular,Q3FY22,9402.0
C9400_4LCModular,Q3FY22,1183.0
C9400_7LCModular,Q3FY22,12003.0
C9600- Line Cards,Q3FY22,12684.0
C9600-SUP Card,Q3FY22,7973.0
CABLE,Q3FY22,6155.0
CSPBU GPU,Q3FY22,5774.0
CSPBU_Blade,Q3FY22,51979.0
CSPBU_Blade HX,Q3FY22,4939.0
CSPBU_Blade_Chassis,Q3FY22,9063.0
CSPBU_CPU,Q3FY22,309363.0
CSPBU_DOC,Q3FY22,539090.0
CSPBU_Fabric Interconnect,Q3FY22,7894.0
CSPBU_Fiber Channel over Etherne,Q3FY22,404.0
CSPBU_HDD,Q3FY22,276323.0
CSPBU_Interposer board,Q3FY22,53071.0
CSPBU_L2 Daughter Card,Q3FY22,215295.0
CSPBU_Memory 128GB,Q3FY22,52127.0
CSPBU_Memory 16GB,Q3FY22,204132.0
CSPBU_Memory 256GB,Q3FY22,1698.0
CSPBU_Memory 32GB,Q3FY22,391220.0
CSPBU_Memory 64GB,Q3FY22,553953.0
CSPBU_NVMe Cable,Q3FY22,131546.0
CSPBU_Node,Q3FY22,10317.0
CSPBU_Nvme,Q3FY22,265862.0
CSPBU_RAID Doc,Q3FY22,250920.0
CSPBU_RAID cables,Q3FY22,7971.0
CSPBU_Rack,Q3FY22,35336.0
CSPBU_Rack HX,Q3FY22,3820.0
CSPBU_SATA Drive,Q3FY22,256710.0
CSPBU_SSD,Q3FY22,45947.0
CSPBU_VIC Card,Q3FY22,66728.0
CVEBU_AIOCD,Q3FY22,48074.0
CVEBU_Camera,Q3FY22,114135.0
CVEBU_Codec,Q3FY22,44949.0
CVEBU_Microphone,Q3FY22,2676.0
CVEBU_Room Kit,Q3FY22,93645.0
CVEBU_SB Display,Q3FY22,4225.0
CVEBU_TP Display,Q3FY22,2227.0
EBBU_Fixed,Q3FY22,53271.0
EBBU_Main12 Port,Q3FY22,5180.0
EBBU_Main16 Port,Q3FY22,8268.0
EBBU_Main24 Port,Q3FY22,31561.0
EBBU_Modular,Q3FY22,3529.0
ECBU_Director  ,Q3FY22,938.0
ECBU_High End,Q3FY22,1201.0
ECBU_IBM Switch,Q3FY22,376.0
ECBU_Low End,Q3FY22,4298.0
ECBU_Mid End,Q3FY22,2988.0
INSBU_Fixed_N3500 10G Fiber,Q3FY22,4059.0
INSBU_Fixed_N3K/9K 100G Fiber,Q3FY22,48485.0
INSBU_Fixed_N3K/9K 1G,Q3FY22,38182.0
INSBU_Fixed_N3k/9K 10/25G,Q3FY22,92576.0
INSBU_Fixed_N9300 10G Copper,Q3FY22,24241.0
INSBU_N3000 Modular,Q3FY22,505.0
INSBU_N9500 Modular,Q3FY22,3219.0
IOTBU_Connected Grid Routers,Q3FY22,2194.0
IOTBU_Connected Grid Switch,Q3FY22,1248.0
IOTBU_Embedded Service Switch,Q3FY22,18132.0
IOTBU_Embedded Services Routers,Q3FY22,6987.0
IOTBU_Embeded Service AP,Q3FY22,142.0
IOTBU_Industrial Ethernet Switch,Q3FY22,125734.0
IOTBU_Industrial Wrls AP,Q3FY22,5846.0
IOTBU_Integrated Services Router,Q3FY22,30273.0
IOTBU_Rockwell IOT Switching,Q3FY22,57321.0
Modular_Attach_ 2.4T,Q3FY22,204396.0
Modular_Attach_ 3.6T,Q3FY22,6064.0
Modular_Attach_ 4.8T,Q3FY22,299.0
Modular_Attach_ 7.2T,Q3FY22,205.0
Modular_Attach_ 9.6T,Q3FY22,3657.0
Modular_Attach_ 900G,Q3FY22,1470.0
NCS_Fixed - 1.2T,Q3FY22,27.0
NCS_Fixed - 2.4T,Q3FY22,5717.0
NCS_Fixed - 3.2T,Q3FY22,982.0
NCS_Fixed - 3.6T,Q3FY22,8286.0
NCS_Fixed - 4.4T,Q3FY22,141.0
NCS_Fixed - 4.8T,Q3FY22,206.0
NCS_Fixed - 800G,Q3FY22,3134.0
NCS_Fixed - 900G,Q3FY22,6352.0
NCS_System,Q3FY22,1105.0
NGFWBU_Adopters,Q3FY22,905.0
NGFWBU_High End,Q3FY22,4222.0
NGFWBU_Low End,Q3FY22,47177.0
NGFWBU_Mid End,Q3FY22,28943.0
NGFWBU_Netmod,Q3FY22,156810.0
NGFWBU_Ultra High End,Q3FY22,1231.0
PABU_XE Fixed,Q3FY22,59709.0
PABU_XE Modular,Q3FY22,10500.0
PABU_XE Modular_Attach,Q3FY22,18121.0
PABU_XR Fixed,Q3FY22,69452.0
PABU_XR Modular,Q3FY22,2302.0
PABU_XR Modular_Attach,Q3FY22,12001.0
Power Supply,Q3FY22,171109.0
RAID Controllers,Q3FY22,60.0
SBTGBU_Managed,Q3FY22,233362.0
SBTGBU_Smart switch,Q3FY22,177871.0
SBTGBU_Stackable Managed,Q3FY22,6723.0
SBTGBU_Un Managed,Q3FY22,178145.0
SRGBU_AccessRouting_Fixed,Q3FY22,594941.0
SRGBU_AccessRouting_Modular,Q3FY22,183564.0
SRGBU_Edge - Light Modular,Q3FY22,31809.0
SRGBU_Edge-Modular,Q3FY22,931.0
UABU_Fixed_12 PortLow End,Q3FY22,37731.0
UABU_Fixed_16 PortExpress Switch,Q3FY22,769.0
UABU_Fixed_16 PortUltra Low,Q3FY22,236764.0
UABU_Fixed_24 PortHigh End,Q3FY22,127745.0
UABU_Fixed_24 PortLow End,Q3FY22,647455.0
UABU_Fixed_24 PortMid End,Q3FY22,43493.0
UABU_Fixed_24 PortUltra Low,Q3FY22,340948.0
UABU_Fixed_4 PortExpress Switch,Q3FY22,22169.0
UABU_Fixed_48 PortHigh End,Q3FY22,330669.0
UABU_Fixed_48 PortLow End,Q3FY22,616878.0
UABU_Fixed_48 PortMid End,Q3FY22,87313.0
UABU_Fixed_48 PortUltra Low,Q3FY22,47859.0
UABU_Fixed_8 PortExpress Switch,Q3FY22,12.0
UABU_Fixed_8 PortLow End,Q3FY22,54007.0
UABU_Fixed_8 PortPON Switch,Q3FY22,443.0
UABU_Fixed_8 PortUltra Low,Q3FY22,51310.0
UCEBU_Confrencing Control Panel,Q3FY22,36079.0
UCEBU_DECT Server,Q3FY22,2631.0
UCEBU_Gateway,Q3FY22,124308.0
UCEBU_Headset,Q3FY22,276251.0
UCEBU_IED,Q3FY22,26300.0
UCEBU_Mobile Phone,Q3FY22,25297.0
UCEBU_Phone with Video,Q3FY22,1482179.0
UCEBU_Smart WIFI Phone,Q3FY22,83174.0
UCEBU_Speakers,Q3FY22,2720.0
UCEBU_Wired Headset,Q3FY22,80918.0
UCEBU_Wired Phone,Q3FY22,932591.0
UCEBU_Wired Phone WO Display,Q3FY22,112026.0
WNBU_HE Access Point,Q3FY22,692486.0
WNBU_HE Controller,Q3FY22,1250.0
WNBU_LE Access Point,Q3FY22,723683.0
WNBU_LE Controller,Q3FY22,16426.0
WNBU_ME Access Point,Q3FY22,1150800.0
WNBU_ME Controller,Q3FY22,12191.0
WNBU_Outdoor AP,Q3FY22,83710.0
8k_Chassis,Q4FY22,46643.0
8k_Fabric Card,Q4FY22,14072.0
8k_Fixed Chassis,Q4FY22,14399.0
8k_Line Card,Q4FY22,10983.0
8k_Modular Chassis,Q4FY22,2993.0
ACCESSORY,Q4FY22,996112.0
ASR9000 Modular,Q4FY22,3490.0
ASSEMBLY,Q4FY22,10511.0
C9400 Line Card,Q4FY22,100812.0
C9400 SUP Card,Q4FY22,30892.0
C9400_10LCModular,Q4FY22,8838.0
C9400_4LCModular,Q4FY22,1258.0
C9400_7LCModular,Q4FY22,10076.0
C9600- Line Cards,Q4FY22,11467.0
C9600-SUP Card,Q4FY22,6073.0
CABLE,Q4FY22,6030.0
CSPBU GPU,Q4FY22,5310.0
CSPBU_Blade,Q4FY22,42825.0
CSPBU_Blade HX,Q4FY22,4076.0
CSPBU_Blade_Chassis,Q4FY22,7925.0
CSPBU_CPU,Q4FY22,210765.0
CSPBU_DOC,Q4FY22,467895.0
CSPBU_Fabric Interconnect,Q4FY22,6810.0
CSPBU_Fiber Channel over Etherne,Q4FY22,338.0
CSPBU_HDD,Q4FY22,222035.0
CSPBU_Interposer board,Q4FY22,49800.0
CSPBU_L2 Daughter Card,Q4FY22,248280.0
CSPBU_Memory 128GB,Q4FY22,59852.0
CSPBU_Memory 16GB,Q4FY22,173060.0
CSPBU_Memory 256GB,Q4FY22,1649.0
CSPBU_Memory 32GB,Q4FY22,339212.0
CSPBU_Memory 64GB,Q4FY22,470090.0
CSPBU_NVMe Cable,Q4FY22,110218.0
CSPBU_Node,Q4FY22,10235.0
CSPBU_Nvme,Q4FY22,347245.0
CSPBU_RAID Doc,Q4FY22,135792.0
CSPBU_RAID cables,Q4FY22,6308.0
CSPBU_Rack,Q4FY22,29373.0
CSPBU_Rack HX,Q4FY22,3064.0
CSPBU_SATA Drive,Q4FY22,218340.0
CSPBU_SSD,Q4FY22,43503.0
CSPBU_VIC Card,Q4FY22,58862.0
CVEBU_AIOCD,Q4FY22,22763.0
CVEBU_Camera,Q4FY22,108805.0
CVEBU_Codec,Q4FY22,37359.0
CVEBU_Microphone,Q4FY22,2290.0
CVEBU_Room Kit,Q4FY22,81957.0
CVEBU_SB Display,Q4FY22,4260.0
CVEBU_TP Display,Q4FY22,1801.0
EBBU_Fixed,Q4FY22,42113.0
EBBU_Main12 Port,Q4FY22,5472.0
EBBU_Main16 Port,Q4FY22,7144.0
EBBU_Main24 Port,Q4FY22,30185.0
EBBU_Modular,Q4FY22,3033.0
ECBU_Director  ,Q4FY22,1741.0
ECBU_High End,Q4FY22,1298.0
ECBU_IBM Switch,Q4FY22,422.0
ECBU_Low End,Q4FY22,3582.0
ECBU_Mid End,Q4FY22,2789.0
INSBU_Fixed_N3500 10G Fiber,Q4FY22,3980.0
INSBU_Fixed_N3K/9K 100G Fiber,Q4FY22,38060.0
INSBU_Fixed_N3K/9K 1G,Q4FY22,34739.0
INSBU_Fixed_N3k/9K 10/25G,Q4FY22,84600.0
INSBU_Fixed_N9300 10G Copper,Q4FY22,21851.0
INSBU_Modular_400,Q4FY22,290.0
INSBU_N3000 Modular,Q4FY22,448.0
INSBU_N3K/9K 100G Fiber,Q4FY22,77.0
INSBU_N9500 Modular,Q4FY22,2869.0
IOTBU_Connected Grid Routers,Q4FY22,2433.0
IOTBU_Connected Grid Switch,Q4FY22,844.0
IOTBU_Embedded Service Switch,Q4FY22,9599.0
IOTBU_Embedded Services Routers,Q4FY22,3409.0
IOTBU_Embeded Service AP,Q4FY22,69.0
IOTBU_Industrial Ethernet Switch,Q4FY22,117760.0
IOTBU_Industrial Wrls AP,Q4FY22,4858.0
IOTBU_Integrated Services Router,Q4FY22,40300.0
IOTBU_Outdoor AP,Q4FY22,15.0
IOTBU_Rockwell IOT Switching,Q4FY22,79447.0
Modular_Attach_ 2.4T,Q4FY22,187685.0
Modular_Attach_ 3.6T,Q4FY22,4171.0
Modular_Attach_ 4.8T,Q4FY22,253.0
Modular_Attach_ 7.2T,Q4FY22,168.0
Modular_Attach_ 9.6T,Q4FY22,3219.0
Modular_Attach_ 900G,Q4FY22,1474.0
NCS_Fixed - 2.4T,Q4FY22,5690.0
NCS_Fixed - 3.2T,Q4FY22,1523.0
NCS_Fixed - 3.6T,Q4FY22,9074.0
NCS_Fixed - 4.4T,Q4FY22,144.0
NCS_Fixed - 4.8T,Q4FY22,204.0
NCS_Fixed - 800G,Q4FY22,3424.0
NCS_Fixed - 900G,Q4FY22,5098.0
NCS_System,Q4FY22,946.0
NGFWBU_Adopters,Q4FY22,877.0
NGFWBU_High End,Q4FY22,4244.0
NGFWBU_Low End,Q4FY22,17885.0
NGFWBU_Mid End,Q4FY22,14786.0
NGFWBU_Netmod,Q4FY22,226454.0
NGFWBU_Ultra High End,Q4FY22,996.0
PABU_XE Fixed,Q4FY22,43917.0
PABU_XE Modular,Q4FY22,6072.0
PABU_XE Modular_Attach,Q4FY22,13061.0
PABU_XR Fixed,Q4FY22,65888.0
PABU_XR Modular,Q4FY22,3079.0
PABU_XR Modular_Attach,Q4FY22,16367.0
Power Supply,Q4FY22,145132.0
RAID Controllers,Q4FY22,86.0
SBTGBU_Managed,Q4FY22,258144.0
SBTGBU_Smart switch,Q4FY22,205820.0
SBTGBU_Stackable Managed,Q4FY22,5375.0
SBTGBU_Un Managed,Q4FY22,186874.0
SRGBU_AccessRouting_Fixed,Q4FY22,574080.0
SRGBU_AccessRouting_Modular,Q4FY22,176864.0
SRGBU_Edge - Light Modular,Q4FY22,12583.0
SRGBU_Edge-Modular,Q4FY22,1007.0
UABU_Fixed_12 PortLow End,Q4FY22,37281.0
UABU_Fixed_16 PortExpress Switch,Q4FY22,732.0
UABU_Fixed_16 PortUltra Low,Q4FY22,223547.0
UABU_Fixed_24 PortHigh End,Q4FY22,103585.0
UABU_Fixed_24 PortLow End,Q4FY22,535468.0
UABU_Fixed_24 PortMid End,Q4FY22,124683.0
UABU_Fixed_24 PortUltra Low,Q4FY22,417467.0
UABU_Fixed_4 PortExpress Switch,Q4FY22,6083.0
UABU_Fixed_48 PortHigh End,Q4FY22,286835.0
UABU_Fixed_48 PortLow End,Q4FY22,540350.0
UABU_Fixed_48 PortMid End,Q4FY22,153689.0
UABU_Fixed_48 PortUltra Low,Q4FY22,52961.0
UABU_Fixed_8 PortExpress Switch,Q4FY22,11.0
UABU_Fixed_8 PortLow End,Q4FY22,50574.0
UABU_Fixed_8 PortPON Switch,Q4FY22,381.0
UABU_Fixed_8 PortUltra Low,Q4FY22,55030.0
UCEBU_Confrencing Control Panel,Q4FY22,28571.0
UCEBU_DECT Server,Q4FY22,1312.0
UCEBU_Gateway,Q4FY22,89397.0
UCEBU_Headset,Q4FY22,343894.0
UCEBU_IED,Q4FY22,24288.0
UCEBU_Mobile Phone,Q4FY22,18507.0
UCEBU_Phone with Video,Q4FY22,1329466.0
UCEBU_Smart WIFI Phone,Q4FY22,75911.0
UCEBU_Speakers,Q4FY22,3091.0
UCEBU_Wired Headset,Q4FY22,76093.0
UCEBU_Wired Phone,Q4FY22,839409.0
UCEBU_Wired Phone WO Display,Q4FY22,77261.0
WNBU_HE Access Point,Q4FY22,692245.0
WNBU_HE Controller,Q4FY22,1107.0
WNBU_LE Access Point,Q4FY22,587885.0
WNBU_LE Controller,Q4FY22,15148.0
WNBU_ME Access Point,Q4FY22,970183.0
WNBU_ME Controller,Q4FY22,11317.0
WNBU_Outdoor AP,Q4FY22,82597.0
