Platform,qtr,Forecast_6m
UABU_Fixed_8 PortUltra Low,Q2FY21,20762.0
UCEBU_Confrencing Control Panel,Q2FY21,45212.0
UCEBU_DECT Server,Q2FY21,617.0
UCEBU_Gateway,Q2FY21,156220.0
UCEBU_Headset,Q2FY21,147340.0
UCEBU_IED,Q2FY21,9510.0
UCEBU_Mobile Phone,Q2FY21,10587.0
UCEBU_Phone Adapter,Q2FY21,31051.0
UCEBU_Phone with Video,Q2FY21,1028783.0
UCEBU_Smart WIFI Phone,Q2FY21,83935.0
UCEBU_Speakers,Q2FY21,1344.0
UCEBU_Wired Headset,Q2FY21,94058.0
UCEBU_Wired Phone,Q2FY21,737609.0
UCEBU_Wired Phone WO Display,Q2FY21,130036.0
WNBU_HE Access Point,Q2FY21,375072.0
WNBU_HE Controller,Q2FY21,2417.0
WNBU_LE Access Point,Q2FY21,392903.0
WNBU_LE Controller,Q2FY21,11896.0
WNBU_ME Access Point,Q2FY21,599797.0
WNBU_ME Controller,Q2FY21,7640.0
WNBU_Outdoor AP,Q2FY21,34255.0
8k_Chassis,Q3FY21,12166.0
8k_Fabric Card,Q3FY21,4277.0
8k_Fixed Chassis,Q3FY21,238.0
8k_Line Card,Q3FY21,2812.0
8k_Modular Chassis,Q3FY21,1207.0
ACCESSORY,Q3FY21,966349.0
ASR9000 Modular,Q3FY21,2254.0
ASSEMBLY,Q3FY21,10206.0
C9400 Line Card,Q3FY21,62069.0
C9400 SUP Card,Q3FY21,22251.0
C9400_10LCModular,Q3FY21,5682.0
C9400_4LCModular,Q3FY21,1020.0
C9400_7LCModular,Q3FY21,8241.0
C9600- Line Cards,Q3FY21,8028.0
C9600-SUP Card,Q3FY21,3841.0
CABLE,Q3FY21,3721.0
CSPBU GPU,Q3FY21,4366.0
CSPBU_Blade,Q3FY21,207109.0
CSPBU_Blade HX,Q3FY21,2943.0
CSPBU_Blade_Chassis,Q3FY21,4285.0
CSPBU_CPU,Q3FY21,536132.0
CSPBU_DOC,Q3FY21,463636.0
CSPBU_Fabric Interconnect,Q3FY21,6443.0
CSPBU_Fiber Channel over Etherne,Q3FY21,276.0
CSPBU_HDD,Q3FY21,230138.0
CSPBU_Interposer board,Q3FY21,53625.0
CSPBU_L2 Daughter Card,Q3FY21,322901.0
CSPBU_Memory 128GB,Q3FY21,15425.0
CSPBU_Memory 16GB,Q3FY21,192729.0
CSPBU_Memory 256GB,Q3FY21,708.0
CSPBU_Memory 32GB,Q3FY21,389646.0
CSPBU_Memory 64GB,Q3FY21,386376.0
CSPBU_NVMe Cable,Q3FY21,84269.0
CSPBU_Node,Q3FY21,114717.0
CSPBU_Nvme,Q3FY21,523414.0
CSPBU_RAID Doc,Q3FY21,226807.0
CSPBU_RAID cables,Q3FY21,5139.0
CSPBU_Rack,Q3FY21,1876689.0
CSPBU_Rack HX,Q3FY21,2503.0
CSPBU_SATA Drive,Q3FY21,214323.0
CSPBU_SSD,Q3FY21,35456.0
CSPBU_VIC Card,Q3FY21,51256.0
CVEBU_AIOCD,Q3FY21,73037.0
CVEBU_Camera,Q3FY21,110422.0
CVEBU_Codec,Q3FY21,37209.0
CVEBU_Microphone,Q3FY21,2997.0
CVEBU_Room Kit,Q3FY21,66633.0
CVEBU_SB Display,Q3FY21,2291.0
CVEBU_TP Display,Q3FY21,3731.0
EBBU_Fixed,Q3FY21,27658.0
EBBU_Main12 Port,Q3FY21,2772.0
EBBU_Main16 Port,Q3FY21,7666.0
EBBU_Main24 Port,Q3FY21,20880.0
EBBU_Modular,Q3FY21,2997.0
ECBU_Director  ,Q3FY21,721.0
ECBU_High End,Q3FY21,693.0
ECBU_IBM Switch,Q3FY21,422.0
ECBU_Low End,Q3FY21,5339.0
ECBU_Mid End,Q3FY21,1641.0
INSBU_Fixed_N3500 10G Fiber,Q3FY21,2984.0
INSBU_Fixed_N3K/9K 100G Fiber,Q3FY21,29636.0
INSBU_Fixed_N3K/9K 1G,Q3FY21,96573.0
INSBU_Fixed_N3k/9K 10/25G,Q3FY21,699996.0
INSBU_Fixed_N9300 10G Copper,Q3FY21,13535.0
INSBU_N3000 Modular,Q3FY21,60508.0
INSBU_N3K/9K 100G Fiber,Q3FY21,82.0
INSBU_N9500 Modular,Q3FY21,2248.0
IOTBU_Connected Grid Routers,Q3FY21,3625.0
IOTBU_Connected Grid Switch,Q3FY21,2334.0
IOTBU_Embedded Service Switch,Q3FY21,4749.0
IOTBU_Embedded Services Routers,Q3FY21,3556.0
IOTBU_Industrial Ethernet Switch,Q3FY21,122715.0
IOTBU_Industrial Wrls AP,Q3FY21,4246.0
IOTBU_Integrated Services Router,Q3FY21,23236.0
IOTBU_Outdoor AP,Q3FY21,13.0
IOTBU_Rockwell IOT Switching,Q3FY21,19682.0
Modular_Attach_ 2.4T,Q3FY21,198331.0
Modular_Attach_ 3.6T,Q3FY21,8000.0
Modular_Attach_ 7.2T,Q3FY21,70.0
Modular_Attach_ 9.6T,Q3FY21,102339.0
Modular_Attach_ 900G,Q3FY21,2703.0
NCS_Fixed - 2.4T,Q3FY21,1163.0
NCS_Fixed - 3.6T,Q3FY21,10669.0
NCS_Fixed - 4.4T,Q3FY21,13139155.0
NCS_Fixed - 4.8T,Q3FY21,13899467.0
NCS_Fixed - 800G,Q3FY21,1530.0
NCS_Fixed - 900G,Q3FY21,3226.0
NCS_System,Q3FY21,1552.0
NGFWBU_Adopters,Q3FY21,854.0
NGFWBU_High End,Q3FY21,3292.0
NGFWBU_Low End,Q3FY21,26905.0
NGFWBU_Mid End,Q3FY21,105566.0
NGFWBU_Netmod,Q3FY21,70852.0
NGFWBU_Ultra High End,Q3FY21,972.0
PABU_ME Legacy,Q3FY21,3452.0
PABU_XE Fixed,Q3FY21,34052.0
PABU_XE Fixed_Attach,Q3FY21,443.0
PABU_XE Modular,Q3FY21,2886.0
PABU_XE Modular_Attach,Q3FY21,21539.0
PABU_XR Fixed,Q3FY21,22107.0
PABU_XR Modular,Q3FY21,1373.0
PABU_XR Modular_Attach,Q3FY21,16934.0
Power Supply,Q3FY21,447584.0
SBTGBU_Managed,Q3FY21,170473.0
SBTGBU_Smart switch,Q3FY21,97233.0
SBTGBU_Stackable Managed,Q3FY21,7801.0
SBTGBU_Un Managed,Q3FY21,168871.0
SRGBU_AccessRouting_Fixed,Q3FY21,607268.0
SRGBU_AccessRouting_Modular,Q3FY21,154069.0
SRGBU_Edge - Light Modular,Q3FY21,10932.0
SRGBU_Edge-Modular,Q3FY21,918.0
UABU_Fixed_12 PortLow End,Q3FY21,30199.0
UABU_Fixed_16 PortExpress Switch,Q3FY21,352.0
UABU_Fixed_16 PortLow End,Q3FY21,95670.0
UABU_Fixed_16 PortUltra Low,Q3FY21,305086.0
UABU_Fixed_24 PortHigh End,Q3FY21,161553.0
UABU_Fixed_24 PortLow End,Q3FY21,673668.0
UABU_Fixed_24 PortMid End,Q3FY21,172779.0
UABU_Fixed_24 PortUltra Low,Q3FY21,537689.0
UABU_Fixed_4 PortExpress Switch,Q3FY21,74761.0
UABU_Fixed_48 PortHigh End,Q3FY21,204595.0
UABU_Fixed_48 PortLow End,Q3FY21,904335.0
UABU_Fixed_48 PortMid End,Q3FY21,234169.0
UABU_Fixed_48 PortUltra Low,Q3FY21,12555.0
UABU_Fixed_8 PortExpress Switch,Q3FY21,7.0
UABU_Fixed_8 PortLow End,Q3FY21,166008.0
UABU_Fixed_8 PortPON Switch,Q3FY21,1769.0
UABU_Fixed_8 PortUltra Low,Q3FY21,22298.0
UCEBU_Confrencing Control Panel,Q3FY21,36966.0
UCEBU_DECT Server,Q3FY21,1106.0
UCEBU_Gateway,Q3FY21,155682.0
UCEBU_Headset,Q3FY21,191491.0
UCEBU_IED,Q3FY21,11081.0
UCEBU_Mobile Phone,Q3FY21,15463.0
UCEBU_Phone Adapter,Q3FY21,16435.0
UCEBU_Phone with Video,Q3FY21,1102542.0
UCEBU_Smart WIFI Phone,Q3FY21,91264.0
UCEBU_Speakers,Q3FY21,2085.0
UCEBU_Wired Headset,Q3FY21,93440.0
UCEBU_Wired Phone,Q3FY21,796083.0
UCEBU_Wired Phone WO Display,Q3FY21,128590.0
WNBU_HE Access Point,Q3FY21,337938.0
WNBU_HE Controller,Q3FY21,2520.0
WNBU_LE Access Point,Q3FY21,418046.0
WNBU_LE Controller,Q3FY21,13568.0
WNBU_ME Access Point,Q3FY21,710208.0
WNBU_ME Controller,Q3FY21,7741.0
WNBU_Outdoor AP,Q3FY21,1156673.0
8k_Chassis,Q4FY21,17748.0
8k_Fabric Card,Q4FY21,6416.0
8k_Fixed Chassis,Q4FY21,267.0
8k_Line Card,Q4FY21,4287.0
8k_Modular Chassis,Q4FY21,1482.0
ACCESSORY,Q4FY21,3901220.0
ASR9000 Modular,Q4FY21,2867.0
ASSEMBLY,Q4FY21,12349.0
C9400 Line Card,Q4FY21,69612.0
C9400 SUP Card,Q4FY21,25943.0
C9400_10LCModular,Q4FY21,6388.0
C9400_4LCModular,Q4FY21,1016.0
C9400_7LCModular,Q4FY21,9222.0
C9600- Line Cards,Q4FY21,8350.0
C9600-SUP Card,Q4FY21,4176.0
CABLE,Q4FY21,271993.0
CSPBU GPU,Q4FY21,4609.0
CSPBU_Blade,Q4FY21,209191.0
CSPBU_Blade HX,Q4FY21,2979.0
CSPBU_Blade_Chassis,Q4FY21,2407505.0
CSPBU_CPU,Q4FY21,828232.0
CSPBU_DOC,Q4FY21,507801.0
CSPBU_Fabric Interconnect,Q4FY21,6801.0
CSPBU_Fiber Channel over Etherne,Q4FY21,232.0
CSPBU_HDD,Q4FY21,254917.0
CSPBU_Interposer board,Q4FY21,55549.0
CSPBU_L2 Daughter Card,Q4FY21,316933.0
CSPBU_Memory 128GB,Q4FY21,20876.0
CSPBU_Memory 16GB,Q4FY21,184168.0
CSPBU_Memory 256GB,Q4FY21,910.0
CSPBU_Memory 32GB,Q4FY21,413448.0
CSPBU_Memory 512GB,Q4FY21,4.0
CSPBU_Memory 64GB,Q4FY21,408355.0
CSPBU_NVMe Cable,Q4FY21,116420.0
CSPBU_Node,Q4FY21,114046.0
CSPBU_Nvme,Q4FY21,8508198.0
CSPBU_RAID Doc,Q4FY21,253971.0
CSPBU_RAID cables,Q4FY21,6892.0
CSPBU_Rack,Q4FY21,1876867.0
CSPBU_Rack HX,Q4FY21,2521.0
CSPBU_SATA Drive,Q4FY21,216750.0
CSPBU_SSD,Q4FY21,30913.0
CSPBU_VIC Card,Q4FY21,2723932.0
CVEBU_AIOCD,Q4FY21,2112820.0
CVEBU_Camera,Q4FY21,103330.0
CVEBU_Codec,Q4FY21,33537.0
CVEBU_Microphone,Q4FY21,2722.0
CVEBU_Room Kit,Q4FY21,65111.0
CVEBU_SB Display,Q4FY21,2335.0
CVEBU_TP Display,Q4FY21,3192.0
EBBU_Fixed,Q4FY21,33104.0
EBBU_Main12 Port,Q4FY21,2422.0
EBBU_Main16 Port,Q4FY21,8370.0
EBBU_Main24 Port,Q4FY21,20608.0
EBBU_Modular,Q4FY21,3108.0
ECBU_Director  ,Q4FY21,646.0
ECBU_High End,Q4FY21,639.0
ECBU_IBM Switch,Q4FY21,413.0
ECBU_Low End,Q4FY21,5108.0
ECBU_Mid End,Q4FY21,1732.0
INSBU_Fixed_N3500 10G Fiber,Q4FY21,3409.0
INSBU_Fixed_N3K/9K 100G Fiber,Q4FY21,37457.0
INSBU_Fixed_N3K/9K 1G,Q4FY21,20938.0
INSBU_Fixed_N3k/9K 10/25G,Q4FY21,711639.0
INSBU_Fixed_N9300 10G Copper,Q4FY21,13968.0
INSBU_N3000 Modular,Q4FY21,3160.0
INSBU_N3K/9K 100G Fiber,Q4FY21,92.0
INSBU_N9500 Modular,Q4FY21,2248.0
IOTBU_Connected Grid Routers,Q4FY21,2990.0
IOTBU_Connected Grid Switch,Q4FY21,2051.0
IOTBU_Embedded Service Switch,Q4FY21,4621.0
IOTBU_Embedded Services Routers,Q4FY21,2842.0
IOTBU_Embeded Service AP,Q4FY21,36.0
IOTBU_Industrial Ethernet Switch,Q4FY21,95335.0
IOTBU_Industrial Wrls AP,Q4FY21,5038.0
IOTBU_Integrated Services Router,Q4FY21,30734.0
IOTBU_Rockwell IOT Switching,Q4FY21,31217.0
Modular_Attach_ 2.4T,Q4FY21,215273.0
Modular_Attach_ 3.6T,Q4FY21,7858.0
Modular_Attach_ 4.8T,Q4FY21,1252.0
Modular_Attach_ 7.2T,Q4FY21,170.0
Modular_Attach_ 800G,Q4FY21,4.0
Modular_Attach_ 9.6T,Q4FY21,5967.0
Modular_Attach_ 900G,Q4FY21,4843.0
NCS_Fixed - 2.4T,Q4FY21,921.0
NCS_Fixed - 3.2T,Q4FY21,0.0
NCS_Fixed - 3.6T,Q4FY21,10993.0
NCS_Fixed - 4.4T,Q4FY21,56316075.0
NCS_Fixed - 4.8T,Q4FY21,13935597.0
NCS_Fixed - 800G,Q4FY21,2060.0
NCS_Fixed - 900G,Q4FY21,3734.0
NCS_System,Q4FY21,1811.0
NGFWBU_Adopters,Q4FY21,883.0
NGFWBU_High End,Q4FY21,3496.0
NGFWBU_Low End,Q4FY21,31807.0
NGFWBU_Mid End,Q4FY21,15362.0
NGFWBU_Netmod,Q4FY21,72367.0
NGFWBU_Ultra High End,Q4FY21,1097.0
PABU_ME Legacy,Q4FY21,4567.0
PABU_XE Fixed,Q4FY21,47386.0
PABU_XE Modular,Q4FY21,2633.0
PABU_XE Modular_Attach,Q4FY21,22314.0
PABU_XR Fixed,Q4FY21,34383.0
PABU_XR Modular,Q4FY21,1333.0
PABU_XR Modular_Attach,Q4FY21,7202.0
Power Supply,Q4FY21,135980.0
SBTGBU_Managed,Q4FY21,186449.0
SBTGBU_Smart switch,Q4FY21,193290.0
SBTGBU_Stackable Managed,Q4FY21,7829.0
SBTGBU_Un Managed,Q4FY21,185220.0
SRGBU_AccessRouting_Fixed,Q4FY21,597568.0
SRGBU_AccessRouting_Modular,Q4FY21,159019.0
SRGBU_Edge - Light Modular,Q4FY21,13457.0
SRGBU_Edge-Modular,Q4FY21,1001.0
UABU_Fixed_12 PortLow End,Q4FY21,33336.0
UABU_Fixed_16 PortExpress Switch,Q4FY21,631.0
UABU_Fixed_16 PortLow End,Q4FY21,103873.0
UABU_Fixed_16 PortUltra Low,Q4FY21,315965.0
UABU_Fixed_24 PortHigh End,Q4FY21,178562.0
UABU_Fixed_24 PortLow End,Q4FY21,703638.0
UABU_Fixed_24 PortMid End,Q4FY21,164086.0
UABU_Fixed_24 PortUltra Low,Q4FY21,488067.0
UABU_Fixed_4 PortExpress Switch,Q4FY21,31191.0
UABU_Fixed_48 PortHigh End,Q4FY21,220357.0
UABU_Fixed_48 PortLow End,Q4FY21,918499.0
UABU_Fixed_48 PortMid End,Q4FY21,233461.0
UABU_Fixed_48 PortUltra Low,Q4FY21,19397.0
UABU_Fixed_8 PortLow End,Q4FY21,155699.0
UABU_Fixed_8 PortPON Switch,Q4FY21,2322.0
UABU_Fixed_8 PortUltra Low,Q4FY21,29016.0
UCEBU_Confrencing Control Panel,Q4FY21,33653.0
UCEBU_DECT Server,Q4FY21,808.0
UCEBU_Gateway,Q4FY21,140718.0
UCEBU_Headset,Q4FY21,162180.0
UCEBU_IED,Q4FY21,14028.0
UCEBU_Mobile Phone,Q4FY21,12153.0
UCEBU_Phone Adapter,Q4FY21,4731.0
UCEBU_Phone with Video,Q4FY21,1039891.0
UCEBU_Smart WIFI Phone,Q4FY21,77512.0
UCEBU_Speakers,Q4FY21,1236.0
UCEBU_Wired Headset,Q4FY21,81615.0
UCEBU_Wired Phone,Q4FY21,817670.0
UCEBU_Wired Phone WO Display,Q4FY21,133617.0
WNBU_HE Access Point,Q4FY21,393719.0
WNBU_HE Controller,Q4FY21,936.0
WNBU_LE Access Point,Q4FY21,537413.0
WNBU_LE Controller,Q4FY21,13607.0
WNBU_ME Access Point,Q4FY21,844706.0
WNBU_ME Controller,Q4FY21,2776.0
WNBU_Outdoor AP,Q4FY21,1172209.0
8k_Chassis,Q1FY22,13072.0
8k_Fabric Card,Q1FY22,6583.0
8k_Fixed Chassis,Q1FY22,716.0
8k_Line Card,Q1FY22,3377.0
8k_Modular Chassis,Q1FY22,970.0
ACCESSORY,Q1FY22,3767556.0
ASR9000 Modular,Q1FY22,4015.0
ASSEMBLY,Q1FY22,9401.0
C9400 Line Card,Q1FY22,96109.0
C9400 SUP Card,Q1FY22,33436.0
C9400_10LCModular,Q1FY22,8573.0
C9400_4LCModular,Q1FY22,1312.0
C9400_7LCModular,Q1FY22,13956.0
C9600- Line Cards,Q1FY22,7704.0
C9600-SUP Card,Q1FY22,4685.0
CABLE,Q1FY22,271520.0
CSPBU GPU,Q1FY22,5336.0
CSPBU_Blade,Q1FY22,53368.0
CSPBU_Blade HX,Q1FY22,3392.0
CSPBU_Blade_Chassis,Q1FY22,2410540.0
CSPBU_CPU,Q1FY22,506352.0
CSPBU_DOC,Q1FY22,559287.0
CSPBU_Fabric Interconnect,Q1FY22,7474.0
CSPBU_Fiber Channel over Etherne,Q1FY22,305.0
CSPBU_HDD,Q1FY22,287712.0
CSPBU_Interposer board,Q1FY22,54018.0
CSPBU_L2 Daughter Card,Q1FY22,314931.0
CSPBU_Memory 128GB,Q1FY22,29392.0
CSPBU_Memory 16GB,Q1FY22,215535.0
CSPBU_Memory 256GB,Q1FY22,907.0
CSPBU_Memory 32GB,Q1FY22,461602.0
CSPBU_Memory 64GB,Q1FY22,456648.0
CSPBU_NVMe Cable,Q1FY22,157456.0
CSPBU_Node,Q1FY22,5366.0
CSPBU_Nvme,Q1FY22,8234741.0
CSPBU_RAID Doc,Q1FY22,282088.0
CSPBU_RAID cables,Q1FY22,9556.0
CSPBU_Rack,Q1FY22,34414.0
CSPBU_Rack HX,Q1FY22,2862.0
CSPBU_SATA Drive,Q1FY22,194327.0
CSPBU_SSD,Q1FY22,29168.0
CSPBU_VIC Card,Q1FY22,2735794.0
CVEBU_AIOCD,Q1FY22,2615274.0
CVEBU_Camera,Q1FY22,106033.0
CVEBU_Codec,Q1FY22,37120.0
CVEBU_Microphone,Q1FY22,2609.0
CVEBU_Room Kit,Q1FY22,82682.0
CVEBU_SB Display,Q1FY22,2526.0
CVEBU_TP Display,Q1FY22,2670.0
EBBU_Fixed,Q1FY22,35852.0
EBBU_Main12 Port,Q1FY22,3427.0
EBBU_Main16 Port,Q1FY22,9780.0
EBBU_Main24 Port,Q1FY22,24538.0
EBBU_Modular,Q1FY22,3419.0
ECBU_Director  ,Q1FY22,675.0
ECBU_High End,Q1FY22,639.0
ECBU_IBM Switch,Q1FY22,384.0
ECBU_Low End,Q1FY22,4959.0
ECBU_Mid End,Q1FY22,2329.0
INSBU_Fixed_N3500 10G Fiber,Q1FY22,4316.0
INSBU_Fixed_N3K/9K 100G Fiber,Q1FY22,45744.0
INSBU_Fixed_N3K/9K 1G,Q1FY22,29935.0
INSBU_Fixed_N3k/9K 10/25G,Q1FY22,82247.0
INSBU_Fixed_N9300 10G Copper,Q1FY22,21477.0
INSBU_N3000 Modular,Q1FY22,23618.0
INSBU_N3K/9K 100G Fiber,Q1FY22,78.0
INSBU_N9500 Modular,Q1FY22,2740.0
IOTBU_Connected Grid Routers,Q1FY22,2479.0
IOTBU_Connected Grid Switch,Q1FY22,2129.0
IOTBU_Embedded Service Switch,Q1FY22,6439.0
IOTBU_Embedded Services Routers,Q1FY22,3432.0
IOTBU_Embeded Service AP,Q1FY22,250.0
IOTBU_Industrial Ethernet Switch,Q1FY22,99807.0
IOTBU_Industrial Wrls AP,Q1FY22,6380.0
IOTBU_Integrated Services Router,Q1FY22,31138.0
IOTBU_Rockwell IOT Switching,Q1FY22,49555.0
Modular_Attach_ 2.4T,Q1FY22,426442.0
Modular_Attach_ 3.6T,Q1FY22,7889.0
Modular_Attach_ 4.8T,Q1FY22,1362.0
Modular_Attach_ 7.2T,Q1FY22,190.0
Modular_Attach_ 800G,Q1FY22,7.0
Modular_Attach_ 9.6T,Q1FY22,6508.0
Modular_Attach_ 900G,Q1FY22,3306.0
NCS_Fixed - 2.4T,Q1FY22,680.0
NCS_Fixed - 3.2T,Q1FY22,15637.0
NCS_Fixed - 3.6T,Q1FY22,12721.0
NCS_Fixed - 4.4T,Q1FY22,43176975.0
NCS_Fixed - 4.8T,Q1FY22,36214.0
NCS_Fixed - 800G,Q1FY22,2307.0
NCS_Fixed - 900G,Q1FY22,3897.0
NCS_System,Q1FY22,1763.0
NGFWBU_Adopters,Q1FY22,973.0
NGFWBU_High End,Q1FY22,3673.0
NGFWBU_Low End,Q1FY22,41951.0
NGFWBU_Mid End,Q1FY22,17838.0
NGFWBU_Netmod,Q1FY22,77912.0
NGFWBU_Ultra High End,Q1FY22,1291.0
PABU_XE Fixed,Q1FY22,59213.0
PABU_XE Modular,Q1FY22,3829.0
PABU_XE Modular_Attach,Q1FY22,20142.0
PABU_XR Fixed,Q1FY22,113184.0
PABU_XR Modular,Q1FY22,1376.0
PABU_XR Modular_Attach,Q1FY22,8404.0
Power Supply,Q1FY22,157971.0
SBTGBU_Managed,Q1FY22,213725.0
SBTGBU_Smart switch,Q1FY22,220788.0
SBTGBU_Stackable Managed,Q1FY22,7214.0
SBTGBU_Un Managed,Q1FY22,204795.0
SRGBU_AccessRouting_Fixed,Q1FY22,750077.0
SRGBU_AccessRouting_Modular,Q1FY22,176639.0
SRGBU_Edge - Light Modular,Q1FY22,15606.0
SRGBU_Edge-Modular,Q1FY22,1106.0
